Year,Home,hFGM,hFGA,hFGpercent,h3PM,h3PA,h3Ppercent,hFTM,hFTA,hOREB,hDREB,hTO,hPoints,Away,aFGM,aFGA,aFGpercent,a3PM,a3PA,a3Ppercent,aFTM,aFTA,aOREB,aDREB,aTO,aPoints,HTWon,heFG,hTOV,hORB,hDRB,hFTF,aeFG,aTOV,aORB,aDRB,aFTF
2017-2018,Wilfrid Laurier,28,66,42.4,7,22,31.8,9,15,13,25,20,72,Queen's,28,77,36.4,3,13,23.1,11,16,19,22,16,70,1,0.477272727,0.251256281,0.371428571,0.568181818,0.136363636,0.383116883,0.197433366,0.431818182,0.628571429,0.142857143
2017-2018,Brock,24,69,34.8,5,24,20.8,8,14,29,19,28,61,McMaster,25,68,36.8,8,29,27.6,12,19,20,20,19,70,0,0.384057971,0.377562028,0.591836735,0.487179487,0.115942029,0.426470588,0.252123142,0.512820513,0.408163265,0.176470588
2017-2018,Lakehead,26,75,34.7,4,19,21.1,11,17,13,19,14,67,Carleton,30,67,44.8,12,28,42.9,8,11,10,25,20,80,0,0.373333333,0.167704839,0.342105263,0.655172414,0.146666667,0.537313433,0.244379277,0.344827586,0.657894737,0.119402985
2017-2018,Laurentian,23,63,36.5,5,16,31.2,4,7,12,27,17,55,Guelph,26,66,39.4,5,18,27.8,11,13,14,29,21,68,0,0.404761905,0.239167136,0.292682927,0.658536585,0.063492063,0.431818182,0.266768293,0.341463415,0.707317073,0.166666667
2017-2018,Nipissing,17,56,30.4,8,30,26.7,14,22,17,22,19,56,Algoma,18,62,29,5,28,17.9,13,19,16,24,12,54,1,0.375,0.280732861,0.414634146,0.578947368,0.25,0.330645161,0.180831826,0.421052632,0.585365854,0.209677419
2017-2018,Queens,28,60,46.7,5,16,31.2,10,15,14,27,14,71,Windsor,20,65,30.8,4,21,19,7,10,11,17,17,51,1,0.508333333,0.21021021,0.451612903,0.710526316,0.166666667,0.338461538,0.225464191,0.289473684,0.548387097,0.107692308
2017-2018,Ryerson,26,59,44.1,6,11,54.5,21,27,14,35,20,79,Waterloo,18,60,30,3,21,14.3,4,7,9,23,24,43,1,0.491525424,0.260145682,0.378378378,0.795454545,0.355932203,0.325,0.307377049,0.204545455,0.621621622,0.066666667
2017-2018,Toronto,25,85,29.4,8,22,36.4,9,16,27,26,10,67,Wilfrid Laurier,22,59,37.3,9,27,33.3,16,24,14,36,19,69,0,0.341176471,0.13326226,0.428571429,0.65,0.105882353,0.449152542,0.254828326,0.35,0.571428571,0.271186441
2017-2018,York,21,67,31.3,5,15,33.3,26,27,20,20,28,73,Western,29,55,52.7,9,15,60,11,21,2,17,23,78,0,0.350746269,0.32228361,0.540540541,0.909090909,0.388059701,0.609090909,0.269826373,0.090909091,0.459459459,0.2
2017-2018,Lakehead,25,73,34.2,5,26,19.2,17,21,14,25,17,72,Ottawa,22,60,36.7,7,19,36.8,9,14,12,25,24,60,1,0.376712329,0.199436884,0.358974359,0.675675676,0.232876712,0.425,0.307062436,0.324324324,0.641025641,0.15
2017-2018,Laurentian,23,67,34.3,8,20,40,16,21,10,36,10,70,Algoma,12,58,20.7,6,25,24,7,15,14,35,16,37,1,0.402985075,0.131164743,0.222222222,0.72,0.23880597,0.25862069,0.24024024,0.28,0.777777778,0.120689655
2017-2018,Nipissing,18,54,33.3,1,16,6.2,7,9,10,22,23,44,Guelph,29,66,43.9,5,15,33.3,8,12,12,23,12,71,0,0.342592593,0.324126268,0.303030303,0.647058824,0.12962963,0.477272727,0.168350168,0.352941176,0.696969697,0.121212121
2017-2018,Queens,26,68,38.2,6,18,33.3,13,18,12,28,19,71,Western,26,65,40,7,20,35,9,14,11,30,20,68,1,0.426470588,0.229136517,0.285714286,0.717948718,0.191176471,0.453846154,0.249500998,0.282051282,0.714285714,0.138461538
2017-2018,Ryerson,28,71,39.4,3,11,27.3,13,15,20,35,17,72,Wilfrid Laurier,20,64,31.2,4,22,18.2,15,21,13,24,13,59,1,0.415492958,0.227882038,0.454545455,0.729166667,0.183098592,0.34375,0.177498635,0.270833333,0.545454545,0.234375
2017-2018,Toronto,23,60,38.3,7,27,25.9,13,16,10,33,17,66,Waterloo,15,63,23.8,0,14,0,9,17,18,28,24,39,1,0.441666667,0.229605619,0.263157895,0.647058824,0.216666667,0.238095238,0.313807531,0.352941176,0.736842105,0.142857143
2017-2018,York,25,56,44.6,4,10,40,15,22,9,12,18,69,Windsor,34,72,47.2,10,28,35.7,10,13,19,21,23,88,0,0.482142857,0.241028388,0.3,0.387096774,0.267857143,0.541666667,0.28144885,0.612903226,0.7,0.138888889
2017-2018,Queens,24,62,38.7,3,12,25,20,29,23,28,25,71,York,23,66,34.8,6,21,28.6,8,14,18,15,25,60,1,0.411290323,0.325690464,0.605263158,0.608695652,0.322580645,0.393939394,0.315816069,0.391304348,0.394736842,0.121212121
2017-2018,Toronto,26,62,41.9,9,26,34.6,2,4,13,23,15,63,Ryerson,29,71,40.8,3,13,23.1,10,15,21,24,13,71,0,0.491935484,0.22810219,0.351351351,0.522727273,0.032258065,0.429577465,0.186781609,0.477272727,0.648648649,0.14084507
2017-2018,Brock,15,54,27.8,4,11,36.4,21,26,11,30,27,55,Ottawa,29,80,36.2,2,17,11.8,8,17,22,24,13,68,0,0.314814815,0.331532417,0.314285714,0.576923077,0.388888889,0.375,0.165647299,0.423076923,0.685714286,0.1
2017-2018,Guelph,19,64,29.7,6,19,31.6,8,13,6,18,21,52,Queen's,31,63,49.2,6,12,50,6,16,15,35,32,74,0,0.34375,0.247875354,0.146341463,0.545454545,0.125,0.53968254,0.367647059,0.454545455,0.853658537,0.095238095
2017-2018,McMaster,18,62,29,4,19,21.1,14,18,13,18,19,54,Carleton,26,60,43.3,10,26,38.5,19,26,20,29,22,81,0,0.322580645,0.250263435,0.30952381,0.473684211,0.225806452,0.516666667,0.29956427,0.526315789,0.69047619,0.316666667
2017-2018,Toronto,24,60,40,6,16,37.5,18,29,14,38,20,72,Lakehead,24,86,27.9,6,27,22.2,10,15,26,26,13,64,1,0.45,0.253936008,0.35,0.59375,0.3,0.313953488,0.163316583,0.40625,0.65,0.11627907
2017-2018,Western,32,64,50,4,16,25,10,17,13,21,13,78,Laurentian,25,56,44.6,6,17,35.3,18,26,7,18,13,74,1,0.53125,0.181869054,0.419354839,0.75,0.15625,0.5,0.177015251,0.25,0.580645161,0.321428571
2017-2018,Windsor,24,53,45.3,9,22,40.9,8,17,12,23,16,65,Nipissing,20,52,38.5,4,11,36.4,2,6,4,15,17,46,1,0.537735849,0.248138958,0.444444444,0.851851852,0.150943396,0.423076923,0.251330574,0.148148148,0.555555556,0.038461538
2017-2018,Wilfrid Laurier,25,67,37.3,7,23,30.4,10,11,11,30,15,67,Waterloo,21,68,30.9,3,19,15.8,5,10,12,27,14,50,1,0.425373134,0.19778481,0.289473684,0.714285714,0.149253731,0.330882353,0.188172043,0.285714286,0.710526316,0.073529412
2017-2018,Brock,14,59,23.7,1,9,11.1,12,19,14,22,26,41,Carleton,20,74,27,3,19,15.8,17,24,22,29,18,60,0,0.245762712,0.327620968,0.325581395,0.5,0.203389831,0.290540541,0.223435948,0.5,0.674418605,0.22972973
2017-2018,McMaster,17,59,28.8,7,27,25.9,4,9,13,31,23,45,Ottawa,17,56,30.4,7,22,31.8,7,8,10,26,16,48,0,0.347457627,0.315241228,0.333333333,0.756097561,0.06779661,0.366071429,0.244200244,0.243902439,0.666666667,0.125
2017-2018,Ryerson,31,63,49.2,6,12,50,13,15,16,27,18,81,Lakehead,23,70,32.9,8,27,29.6,8,14,22,18,17,62,1,0.53968254,0.251396648,0.470588235,0.551020408,0.206349206,0.385714286,0.238898257,0.448979592,0.529411765,0.114285714
2017-2018,Western,18,69,26.1,6,30,20,16,26,17,27,9,58,Nipissing,16,50,32,6,26,23.1,4,5,2,34,23,42,1,0.304347826,0.124240751,0.333333333,0.931034483,0.231884058,0.38,0.31420765,0.068965517,0.666666667,0.08
2017-2018,Windsor,32,62,51.6,10,20,50,15,22,12,26,15,89,Laurentian,17,50,34,3,15,20,11,20,6,12,16,48,1,0.596774194,0.20085699,0.5,0.8125,0.241935484,0.37,0.23255814,0.1875,0.5,0.22
2017-2018,McMaster,23,58,39.7,5,23,21.7,13,21,13,27,10,64,Windsor,19,60,31.7,5,21,23.8,9,13,16,26,17,52,1,0.439655172,0.155666252,0.333333333,0.627906977,0.224137931,0.358333333,0.254796163,0.372093023,0.666666667,0.15
2017-2018,Carleton,22,73,30.1,4,20,20,12,13,18,27,13,60,Ryerson,20,61,32.8,5,18,27.8,8,8,6,30,17,53,1,0.328767123,0.176342919,0.375,0.818181818,0.164383562,0.368852459,0.225105932,0.181818182,0.625,0.131147541
2017-2018,Lakehead,26,58,44.8,6,14,42.9,12,24,12,28,16,70,Guelph,28,73,38.4,3,15,20,9,11,12,24,12,68,1,0.5,0.220507166,0.333333333,0.7,0.206896552,0.404109589,0.154162384,0.3,0.666666667,0.123287671
2017-2018,Laurentian,13,63,20.6,3,26,11.5,11,19,13,28,19,40,York,20,69,29,1,10,10,24,33,25,46,17,65,0,0.23015873,0.245604964,0.220338983,0.528301887,0.174603175,0.297101449,0.225105932,0.471698113,0.779661017,0.347826087
2017-2018,Nipissing,8,38,21.1,2,12,16.7,6,9,11,3,29,24,Queen's,27,68,39.7,3,17,17.6,11,17,26,11,18,68,0,0.236842105,0.483655771,0.5,0.103448276,0.157894737,0.419117647,0.266745702,0.896551724,0.5,0.161764706
2017-2018,Ottawa,24,64,37.5,6,23,26.1,7,11,16,28,19,61,Toronto,13,49,26.5,5,12,41.7,13,23,10,23,19,44,1,0.421875,0.264476615,0.41025641,0.736842105,0.109375,0.316326531,0.278919554,0.263157895,0.58974359,0.265306122
2017-2018,Western,27,69,39.1,7,20,35,8,10,14,35,15,69,Wilfrid Laurier,20,69,29,4,23,17.4,5,10,11,25,12,49,1,0.442028986,0.201612903,0.358974359,0.760869565,0.115942029,0.31884058,0.161290323,0.239130435,0.641025641,0.072463768
2017-2018,Waterloo,23,64,35.9,6,19,31.6,22,30,9,28,11,74,Algoma,23,69,33.3,12,30,40,11,16,13,29,18,69,1,0.40625,0.138888889,0.236842105,0.682926829,0.34375,0.420289855,0.222112537,0.317073171,0.763157895,0.15942029
2017-2018,Carleton,26,68,38.2,8,28,28.6,6,18,22,31,17,66,Toronto,14,61,23,7,19,36.8,9,11,4,18,10,44,1,0.441176471,0.239706712,0.55,0.885714286,0.088235294,0.286885246,0.139198218,0.114285714,0.45,0.147540984
2017-2018,Lakehead,23,69,33.3,0,18,0,18,26,15,24,14,64,Guelph,19,64,29.7,4,16,25,20,28,10,20,17,62,1,0.333333333,0.176233635,0.428571429,0.705882353,0.260869565,0.328125,0.204032645,0.294117647,0.571428571,0.3125
2017-2018,Laurentian,22,62,35.5,3,15,20,11,20,15,15,16,58,Queen's,35,62,56.5,5,11,45.5,15,18,13,28,17,90,0,0.379032258,0.222841226,0.348837209,0.535714286,0.177419355,0.60483871,0.229978355,0.464285714,0.651162791,0.241935484
2017-2018,McMaster,30,68,44.1,6,21,28.6,9,11,10,32,16,75,Brock,17,63,27,0,13,0,10,18,20,29,25,44,1,0.485294118,0.202942669,0.256410256,0.615384615,0.132352941,0.26984127,0.329293994,0.384615385,0.743589744,0.158730159
2017-2018,Nipissing,16,59,27.1,2,21,9.5,16,28,5,29,16,50,York,26,76,34.2,6,15,40,13,21,19,35,14,71,0,0.288135593,0.19436346,0.125,0.604166667,0.271186441,0.381578947,0.17447657,0.395833333,0.875,0.171052632
2017-2018,Ottawa,25,70,35.7,7,18,38.9,9,14,18,20,19,66,Ryerson,22,55,40,7,16,43.8,10,16,13,25,25,61,1,0.407142857,0.246241576,0.418604651,0.606060606,0.128571429,0.463636364,0.337655321,0.393939394,0.581395349,0.181818182
2017-2018,Waterloo,17,72,23.6,5,22,22.7,6,11,15,25,10,45,Algoma,18,55,32.7,3,15,20,11,21,14,34,18,50,0,0.270833333,0.139198218,0.306122449,0.641025641,0.083333333,0.354545455,0.263774912,0.358974359,0.693877551,0.2
2017-2018,Wilfrid Laurier,24,72,33.3,3,23,13,9,15,4,21,12,60,Windsor,26,76,34.2,7,27,25.9,12,13,17,30,18,71,0,0.354166667,0.138568129,0.117647059,0.552631579,0.125,0.388157895,0.217601547,0.447368421,0.882352941,0.157894737
2017-2018,Guelph,24,69,34.8,3,14,21.4,13,19,17,32,18,64,Wilfrid Laurier,22,75,29.3,5,25,20,14,20,15,26,14,63,1,0.369565217,0.229709035,0.395348837,0.680851064,0.188405797,0.326666667,0.169082126,0.319148936,0.604651163,0.186666667
2017-2018,Waterloo,18,61,29.5,4,20,20,8,11,6,30,21,48,McMaster,27,77,35.1,6,24,25,14,22,20,32,13,74,0,0.327868852,0.25977239,0.157894737,0.6,0.131147541,0.38961039,0.16315261,0.4,0.842105263,0.181818182
2017-2018,Algoma,20,66,30.3,6,20,30,13,19,14,24,18,59,Brock,19,57,33.3,3,17,17.6,15,21,7,24,17,56,1,0.348484848,0.229709035,0.368421053,0.774193548,0.196969697,0.359649123,0.222980063,0.225806452,0.631578947,0.263157895
2017-2018,Laurentian,18,61,29.5,7,20,35,9,10,10,18,15,52,Ryerson,31,67,46.3,4,17,23.5,12,16,22,32,22,78,0,0.352459016,0.213068182,0.238095238,0.45,0.147540984,0.492537313,0.297136683,0.55,0.761904762,0.179104478
2017-2018,Nipissing,17,61,27.9,6,25,24,13,24,12,17,16,53,Toronto,20,53,37.7,9,23,39.1,22,31,6,21,20,71,0,0.327868852,0.21175225,0.363636364,0.739130435,0.213114754,0.462264151,0.248015873,0.260869565,0.636363636,0.41509434
2017-2018,Queens,15,68,22.1,5,22,22.7,4,7,12,23,19,39,Carleton,22,66,33.3,0,24,0,5,6,15,38,27,49,0,0.257352941,0.243340164,0.24,0.605263158,0.058823529,0.333333333,0.334821429,0.394736842,0.76,0.075757576
2017-2018,Western,21,65,32.3,6,19,31.6,6,8,21,24,25,54,Lakehead,29,61,47.5,9,22,40.9,6,6,7,20,17,73,0,0.369230769,0.344732488,0.512195122,0.774193548,0.092307692,0.549180328,0.230852797,0.225806452,0.487804878,0.098360656
2017-2018,Waterloo,10,53,18.9,3,14,21.4,14,18,6,23,25,37,Windsor,18,65,27.7,2,16,12.5,20,39,17,33,14,58,0,0.216981132,0.312812813,0.153846154,0.575,0.264150943,0.292307692,0.176856998,0.425,0.846153846,0.307692308
2017-2018,York,19,60,31.7,3,12,25,12,21,14,24,19,53,Ottawa,23,57,40.4,5,14,35.7,6,10,6,20,19,57,0,0.341666667,0.255926724,0.411764706,0.8,0.2,0.447368421,0.255376344,0.2,0.588235294,0.105263158
2017-2018,Algoma,21,65,32.3,4,25,16,9,14,15,16,18,55,Brock,23,55,41.8,5,14,35.7,14,22,10,21,20,65,0,0.353846154,0.242718447,0.416666667,0.615384615,0.138461538,0.463636364,0.26780932,0.384615385,0.583333333,0.254545455
2017-2018,Guelph,26,63,41.3,4,14,28.6,8,13,7,17,20,64,Windsor,27,58,46.6,4,17,23.5,14,21,11,26,26,72,0,0.444444444,0.24473813,0.212121212,0.607142857,0.126984127,0.5,0.31614786,0.392857143,0.787878788,0.24137931
2017-2018,Laurentian,28,60,46.7,10,22,45.5,16,24,14,32,16,82,Toronto,32,73,43.8,6,28,21.4,6,8,12,20,10,76,1,0.55,0.220507166,0.411764706,0.727272727,0.266666667,0.479452055,0.134192163,0.272727273,0.588235294,0.082191781
2017-2018,McMaster,29,69,42,12,33,36.4,11,16,21,31,20,81,Wilfrid Laurier,22,60,36.7,4,21,19,11,16,12,24,19,59,1,0.507246377,0.26652452,0.466666667,0.720930233,0.15942029,0.4,0.256618044,0.279069767,0.533333333,0.183333333
2017-2018,Nipissing,19,56,33.9,13,29,44.8,6,9,9,21,16,57,Ryerson,25,71,35.2,9,27,33.3,21,30,20,24,8,80,0,0.455357143,0.238948626,0.272727273,0.512195122,0.107142857,0.415492958,0.110803324,0.487804878,0.727272727,0.295774648
2017-2018,Queens,16,57,28.1,3,15,20,18,26,16,26,27,53,Ottawa,20,62,32.3,5,14,35.7,16,26,16,25,23,61,0,0.307017544,0.339879154,0.390243902,0.619047619,0.315789474,0.362903226,0.285927399,0.380952381,0.609756098,0.258064516
2017-2018,Western,18,63,28.6,5,26,19.2,4,6,13,17,25,45,Lakehead,26,54,48.1,10,19,52.6,12,16,8,31,17,74,0,0.325396825,0.32199897,0.295454545,0.68,0.063492063,0.574074074,0.242718447,0.32,0.704545455,0.222222222
2017-2018,York,19,67,28.4,4,13,30.8,20,23,13,23,15,62,Carleton,25,54,46.3,7,20,35,11,16,4,23,14,68,0,0.313432836,0.18958544,0.361111111,0.851851852,0.298507463,0.527777778,0.197072072,0.148148148,0.638888889,0.203703704
2017-2018,Ryerson,24,56,42.9,6,13,46.2,24,31,15,22,25,78,York,29,70,41.4,6,16,37.5,25,27,20,17,21,89,0,0.482142857,0.313912607,0.46875,0.523809524,0.428571429,0.457142857,0.253378378,0.476190476,0.53125,0.357142857
2017-2018,Western,26,59,44.1,4,11,36.4,8,17,8,33,18,64,Guelph,25,75,33.3,6,22,27.3,2,5,13,26,11,58,1,0.474576271,0.235355649,0.235294118,0.717391304,0.13559322,0.373333333,0.146276596,0.282608696,0.764705882,0.026666667
2017-2018,Windsor,24,62,38.7,7,22,31.8,8,14,13,23,16,63,McMaster,27,59,45.8,10,26,38.5,3,5,7,23,16,67,0,0.443548387,0.224845419,0.361111111,0.766666667,0.129032258,0.542372881,0.227920228,0.233333333,0.638888889,0.050847458
2017-2018,Carleton,34,68,50,7,29,24.1,14,17,17,24,13,89,Laurentian,12,50,24,2,13,15.4,10,17,6,14,23,36,1,0.551470588,0.181869054,0.548387097,0.8,0.205882353,0.26,0.308807734,0.2,0.451612903,0.2
2017-2018,Guelph,27,74,36.5,7,20,35,15,19,22,24,12,76,Brock,14,54,25.9,2,16,12.5,14,22,14,26,22,44,1,0.412162162,0.165837479,0.458333333,0.631578947,0.202702703,0.277777778,0.306919643,0.368421053,0.541666667,0.259259259
2017-2018,Lakehead,26,72,36.1,6,24,25,5,9,9,24,15,63,Waterloo,12,54,22.2,4,19,21.1,8,13,6,27,25,36,1,0.402777778,0.183016105,0.25,0.8,0.069444444,0.259259259,0.317581301,0.2,0.75,0.148148148
2017-2018,Ottawa,23,70,32.9,13,30,43.3,3,6,18,28,13,62,Nipissing,19,54,35.2,8,22,36.4,4,9,4,30,19,50,1,0.421428571,0.192193968,0.375,0.875,0.042857143,0.425925926,0.260416667,0.125,0.625,0.074074074
2017-2018,Ryerson,19,58,32.8,3,12,25,24,31,21,27,24,65,Queen's,29,66,43.9,3,16,18.8,10,23,19,22,17,71,0,0.353448276,0.321543408,0.488372093,0.586956522,0.413793103,0.462121212,0.229357798,0.413043478,0.511627907,0.151515152
2017-2018,Toronto,21,56,37.5,5,16,31.2,19,26,12,27,17,66,York,26,74,35.1,4,15,26.7,15,28,29,28,14,71,0,0.419642857,0.234676974,0.3,0.482142857,0.339285714,0.378378378,0.196298374,0.517857143,0.7,0.202702703
2017-2018,Wilfrid Laurier,25,61,41,8,21,38.1,9,15,8,33,15,67,Algoma,19,65,29.2,6,29,20.7,6,10,12,27,15,50,1,0.475409836,0.201072386,0.228571429,0.733333333,0.147540984,0.338461538,0.20718232,0.266666667,0.771428571,0.092307692
2017-2018,Brock,17,49,34.7,2,8,25,16,24,11,21,21,52,Windsor,28,79,35.4,11,38,28.9,1,5,31,24,20,68,0,0.367346939,0.301897642,0.314285714,0.403846154,0.326530612,0.424050633,0.284900285,0.596153846,0.685714286,0.012658228
2017-2018,Carleton,38,67,56.7,12,31,38.7,12,24,12,33,11,100,Nipissing,16,57,28.1,6,24,25,6,12,4,21,20,44,1,0.656716418,0.143678161,0.363636364,0.891891892,0.179104478,0.333333333,0.255493102,0.108108108,0.636363636,0.105263158
2017-2018,Lakehead,27,60,45,8,21,38.1,9,17,10,23,19,71,Waterloo,17,64,26.6,3,15,20,9,15,13,18,22,46,1,0.516666667,0.248430962,0.357142857,0.638888889,0.15,0.2890625,0.27638191,0.361111111,0.642857143,0.140625
2017-2018,Ottawa,24,63,38.1,6,29,20.7,13,18,18,33,17,67,Laurentian,22,64,34.4,3,16,18.8,12,15,11,22,18,59,1,0.428571429,0.243135011,0.45,0.75,0.206349206,0.3671875,0.231958763,0.25,0.55,0.1875
2017-2018,Toronto,26,62,41.9,4,11,36.4,10,17,10,28,18,66,Queen's,25,65,38.5,3,18,16.7,21,30,16,27,15,74,0,0.451612903,0.232318018,0.27027027,0.636363636,0.161290323,0.407692308,0.194300518,0.363636364,0.72972973,0.323076923
2017-2018,Western,31,65,47.7,5,21,23.8,13,19,8,24,18,80,McMaster,28,65,43.1,13,32,40.6,14,20,7,26,19,83,0,0.515384615,0.215930902,0.235294118,0.774193548,0.2,0.530769231,0.221445221,0.225806452,0.764705882,0.215384615
2017-2018,Wilfrid Laurier,30,81,37,6,27,22.2,9,14,16,28,12,75,Algoma,16,56,28.6,4,21,19,12,18,7,28,22,48,1,0.407407407,0.144300144,0.363636364,0.8,0.111111111,0.321428571,0.278763305,0.2,0.636363636,0.214285714
2017-2018,Brock,12,45,26.7,5,16,31.2,15,22,8,23,25,44,Guelph,28,65,43.1,2,12,16.7,14,21,16,27,12,72,0,0.322222222,0.348772321,0.228571429,0.58974359,0.333333333,0.446153846,0.170842825,0.41025641,0.771428571,0.215384615
2017-2018,Wilfrid Laurier,25,69,36.2,5,23,21.7,14,21,11,25,13,69,McMaster,28,72,38.9,9,19,47.4,11,17,20,33,19,76,0,0.398550725,0.162013958,0.25,0.555555556,0.202898551,0.451388889,0.242099898,0.444444444,0.75,0.152777778
2017-2018,Algoma,19,55,34.5,9,28,32.1,11,12,9,21,19,58,Western,25,58,43.1,8,12,66.7,18,30,11,21,10,76,0,0.427272727,0.270347183,0.3,0.65625,0.2,0.5,0.142450142,0.34375,0.7,0.310344828
2017-2018,Queens,32,80,40,8,23,34.8,10,17,26,21,15,82,Laurentian,21,60,35,3,13,23.1,3,4,13,22,29,48,1,0.45,0.196129707,0.541666667,0.617647059,0.125,0.375,0.372942387,0.382352941,0.458333333,0.05
2017-2018,Ryerson,21,64,32.8,5,16,31.2,11,18,24,26,20,58,Ottawa,25,67,37.3,7,22,31.8,5,7,18,23,21,62,0,0.3671875,0.294464075,0.510638298,0.590909091,0.171875,0.425373134,0.287356322,0.409090909,0.489361702,0.074626866
2017-2018,Toronto,16,62,25.8,7,24,29.2,15,18,13,25,16,54,Carleton,28,60,46.7,7,18,38.9,9,15,9,33,15,72,0,0.314516129,0.219418541,0.282608696,0.735294118,0.241935484,0.525,0.20661157,0.264705882,0.717391304,0.15
2017-2018,Waterloo,19,60,31.7,8,18,44.4,12,18,12,26,17,58,Wilfrid Laurier,20,52,38.5,8,18,44.4,14,21,7,28,17,62,0,0.383333333,0.2331322,0.3,0.787878788,0.2,0.461538462,0.238629983,0.212121212,0.7,0.269230769
2017-2018,Windsor,27,69,39.1,8,30,26.7,5,9,19,25,17,67,Lakehead,21,67,31.3,6,17,35.3,8,14,12,17,11,56,1,0.449275362,0.23957159,0.527777778,0.675675676,0.072463768,0.358208955,0.152439024,0.324324324,0.472222222,0.119402985
2017-2018,York,25,73,34.2,1,13,7.7,15,22,16,32,14,66,Nipissing,16,67,23.9,8,35,22.9,8,16,15,18,23,48,1,0.349315068,0.173525037,0.470588235,0.680851064,0.205479452,0.298507463,0.280351048,0.319148936,0.529411765,0.119402985
2017-2018,Algoma,21,54,38.9,13,30,43.3,10,12,11,18,21,65,Western,20,54,37,5,21,23.8,26,37,14,19,18,71,0,0.509259259,0.303117783,0.366666667,0.5625,0.185185185,0.416666667,0.242326333,0.4375,0.633333333,0.481481481
2017-2018,Brock,23,61,37.7,6,14,42.9,19,33,20,33,20,71,Waterloo,15,68,22.1,4,25,16,10,22,27,25,19,44,1,0.426229508,0.264830508,0.444444444,0.55,0.31147541,0.25,0.272675086,0.45,0.555555556,0.147058824
2017-2018,Guelph,21,65,32.3,7,22,31.8,18,26,9,22,24,67,McMaster,32,73,43.8,10,34,29.4,10,13,13,27,23,84,0,0.376923077,0.262467192,0.25,0.628571429,0.276923077,0.506849315,0.259242561,0.371428571,0.75,0.136986301
2017-2018,Queens,31,82,37.8,5,15,33.3,8,20,28,29,14,75,Nipissing,21,55,38.2,6,22,27.3,3,5,4,26,27,51,1,0.408536585,0.182291667,0.518518519,0.878787879,0.097560976,0.436363636,0.336658354,0.121212121,0.481481481,0.054545455
2017-2018,Ryerson,16,63,25.4,2,13,15.4,9,11,16,31,17,43,Carleton,21,64,32.8,6,25,24,7,9,12,32,13,55,0,0.26984127,0.246949448,0.333333333,0.720930233,0.142857143,0.375,0.188515081,0.279069767,0.666666667,0.109375
2017-2018,Toronto,21,68,30.9,6,18,33.3,14,20,8,30,10,62,Ottawa,24,63,38.1,1,17,5.9,4,9,11,40,17,53,1,0.352941176,0.126903553,0.166666667,0.731707317,0.205882353,0.388888889,0.233004386,0.268292683,0.833333333,0.063492063
2017-2018,Windsor,27,59,45.8,9,23,39.1,9,20,10,28,14,72,Lakehead,22,61,36.1,4,16,25,9,12,10,17,12,57,1,0.533898305,0.194986072,0.37037037,0.736842105,0.152542373,0.393442623,0.175746924,0.263157895,0.62962963,0.147540984
2017-2018,York,31,73,42.5,4,15,26.7,14,20,19,30,16,80,Laurentian,17,57,29.8,4,15,26.7,16,24,11,15,21,54,1,0.452054795,0.203045685,0.558823529,0.731707317,0.191780822,0.333333333,0.270758123,0.268292683,0.441176471,0.280701754
2017-2018,Nipissing,24,55,43.6,6,24,25,10,15,8,15,15,64,Laurentian,24,62,38.7,5,25,20,16,32,9,20,18,69,0,0.490909091,0.218658892,0.285714286,0.625,0.181818182,0.427419355,0.211565585,0.375,0.714285714,0.258064516
2017-2018,Western,28,67,41.8,6,15,40,12,17,10,29,13,74,Waterloo,19,60,31.7,1,15,6.7,5,12,7,25,19,44,1,0.462686567,0.167785235,0.285714286,0.805555556,0.179104478,0.325,0.245859213,0.194444444,0.714285714,0.083333333
2017-2018,Wilfrid Laurier,30,75,40,8,23,34.8,5,10,17,26,11,73,Brock,18,63,28.6,7,21,33.3,15,23,12,24,15,58,1,0.453333333,0.14986376,0.414634146,0.684210526,0.066666667,0.341269841,0.197057278,0.315789474,0.585365854,0.238095238
2017-2018,Guelph,27,86,31.4,4,18,22.2,17,24,23,30,16,75,Algoma,17,55,30.9,4,22,18.2,9,19,6,24,26,47,1,0.337209302,0.178651184,0.489361702,0.833333333,0.197674419,0.345454545,0.311900192,0.166666667,0.510638298,0.163636364
2017-2018,Lakehead,26,78,33.3,3,20,15,7,13,20,23,11,62,McMaster,27,71,38,11,26,42.3,9,12,11,24,15,74,0,0.352564103,0.147216274,0.454545455,0.676470588,0.08974359,0.457746479,0.186846039,0.323529412,0.545454545,0.126760563
2017-2018,Ottawa,16,62,25.8,3,8,37.5,6,7,14,27,15,41,Carleton,22,65,33.8,9,26,34.6,4,5,16,30,15,57,0,0.282258065,0.226997579,0.318181818,0.627906977,0.096774194,0.407692308,0.226586103,0.372093023,0.681818182,0.061538462
